r,z,pressure,ne
,,3.0264,9.40E+15
,,3.0264,9.19E+15
,,3.0264,8.82E+15
,,3.0264,8.96E+15
,,3.0264,2.65E+15
,,3.0264,1.65E+15
,,3.0264,5.09E+15
,,3.0264,5.02E+15
,,3.0264,5.04E+15
,,3.0264,4.98E+15
,,3.0264,2.47E+15
,,3.0264,4.93E+15
,,3.0264,5.06E+15
,,3.0264,4.88E+15
,,3.0264,4.81E+15
,,3.0264,2.69E+15
,,3.0264,4.72E+15
,,3.0264,4.62E+15
,,3.0264,4.49E+15
,,3.0264,5.06E+15
,,3.0264,4.35E+15
,,3.0264,4.19E+15
,,3.0264,2.94E+15
,,3.0264,4.01E+15
,,3.0264,3.82E+15
,,3.0264,3.17E+15
,,3.0264,3.62E+15
,,3.0264,3.40E+15
,,3.0264,4.94E+15
,,3.0264,4.83E+15
,,3.0264,4.64E+15
,,3.0264,4.71E+15
,,3.0264,1.32E+15
,,3.0264,2.00E+15
,,3.0264,1.99E+15
,,3.0264,1.99E+15
,,3.0264,1.99E+15
,,3.0264,1.29E+15
,,3.0264,1.98E+15
,,3.0264,1.99E+15
,,3.0264,1.97E+15
,,3.0264,1.96E+15
,,3.0264,1.36E+15
,,3.0264,1.94E+15
,,3.0264,1.92E+15
,,3.0264,1.88E+15
,,3.0264,1.99E+15
,,3.0264,1.85E+15
,,3.0264,1.81E+15
,,3.0264,1.44E+15
,,3.0264,1.76E+15
,,3.0264,1.71E+15
,,3.0264,1.51E+15
,,3.0264,1.65E+15
,,3.0264,1.58E+15
,,3.0264,1.95E+15
,,3.0264,1.92E+15
,,3.0264,1.88E+15
,,3.0264,1.87E+15
,,3.0264,6.07E+15
,,3.0264,1.58E+15
,,3.0264,1.18E+15
,,3.0264,9.01E+14
,,3.0264,7.03E+14
,,3.0264,5.63E+14
,,3.0264,6.19E+14
,,3.0264,5.91E+14
,,3.0264,4.69E+14
,,3.0264,6.62E+14
,,3.0264,6.45E+14
,,3.0264,6.75E+14
,,3.0264,6.86E+14
,,3.0264,6.94E+14
,,3.0264,7.00E+14
,,3.0264,7.05E+14
,,3.0264,7.08E+14
,,3.0264,7.10E+14
,,3.0264,7.11E+14
,,3.0264,7.11E+14
,,3.0264,7.10E+14
,,3.0264,7.08E+14
,,3.0264,7.05E+14
,,3.0264,7.02E+14
,,3.0264,6.98E+14
,,3.0264,6.94E+14
,,3.0264,6.90E+14
,,3.0264,6.85E+14
,,3.0264,6.81E+14
,,3.0264,6.77E+14
,,3.0264,6.74E+14
,,3.0264,6.71E+14
,,3.0264,6.69E+14
,,3.0264,6.67E+14
,,3.0264,6.65E+14
,,3.0264,6.65E+14
,,3.0397,8.54E+14
,,3.0397,1.01E+15
,,3.0397,7.02E+14
,,3.0397,1.17E+15
,,3.0397,5.57E+14
,,3.0397,4.29E+14
,,3.0397,3.10E+14
,,3.0397,2.26E+14
,,3.0397,5.58E+13
,,3.0397,1.34E+15
,,3.0397,6.35E+14
,,3.0397,1.51E+15
,,3.0397,1.67E+15
,,3.0397,1.83E+15
,,3.0397,1.97E+15
,,3.0397,2.10E+15
,,3.0397,2.22E+15
,,3.0397,2.32E+15
,,3.0397,2.41E+15
,,3.0397,2.48E+15
,,3.0397,2.54E+15
,,3.0397,2.58E+15
,,3.0397,2.60E+15
,,3.0397,2.61E+15
,,3.0397,2.61E+15
,,3.0397,2.60E+15
,,3.0397,2.58E+15
,,3.0397,2.58E+15
,,3.0397,2.57E+15
,,3.0397,2.54E+15
,,3.0397,2.55E+15
,,3.0397,2.52E+15
,,3.0397,2.46E+15
,,3.0397,2.61E+15
,,3.0397,5.67E+14
,,3.0397,9.65E+13
,,3.0397,4.34E+15
,,3.0397,4.24E+15
,,3.0397,4.43E+15
,,3.0397,3.51E+14
,,3.0397,4.45E+15
,,3.0397,5.12E+14
,,3.0397,4.56E+15
,,3.0397,4.62E+15
,,3.0397,4.64E+15
,,3.0397,7.23E+14
,,3.0397,4.66E+15
,,3.0397,4.67E+15
,,3.0397,1.21E+15
,,3.0397,4.66E+15
,,3.0397,1.47E+15
,,3.0397,4.65E+15
,,3.0397,4.62E+15
,,3.0397,4.57E+15
,,3.0397,4.48E+15
,,3.0397,4.38E+15
,,3.0397,4.25E+15
,,3.0397,4.08E+15
,,3.0397,3.89E+15
,,3.0397,3.68E+15
,,3.0397,3.45E+15
,,3.0397,3.19E+15
,,3.0397,2.91E+15
,,3.0397,2.62E+15
,,3.0397,2.33E+15
,,3.0397,2.03E+15
,,3.0397,1.74E+15
,,3.0397,9.53E+14
,,3.0397,5.22E+14
,,3.0397,1.82E+14
,,3.0397,7.31E+15
,,3.0397,7.48E+15
,,3.0397,7.67E+15
,,3.0397,5.76E+14
,,3.0397,7.76E+15
,,3.0397,8.81E+14
,,3.0397,8.05E+15
,,3.0397,8.19E+15
,,3.0397,8.23E+15
,,3.0397,1.26E+15
,,3.0397,8.27E+15
,,3.0397,8.28E+15
,,3.0397,2.10E+15
,,3.0397,8.25E+15
,,3.0397,2.57E+15
,,3.0397,8.21E+15
,,3.0397,8.13E+15
,,3.0397,8.03E+15
,,3.0397,7.88E+15
,,3.0397,7.69E+15
,,3.0397,7.45E+15
,,3.0397,7.16E+15
,,3.0397,6.82E+15
,,3.0397,6.44E+15
,,3.0397,6.02E+15
,,3.0397,5.56E+15
,,3.0397,5.07E+15
,,3.0397,4.57E+15
,,3.0397,4.06E+15
,,3.0397,3.55E+15
,,3.0397,3.04E+15
,,3.0397,1.67E+15
,,3.0397,5.06E+14
,,3.0397,3.55E+14
,,3.0397,1.16E+16
,,3.0397,1.19E+16
,,3.0397,1.22E+16
,,3.0397,9.40E+14
,,3.0397,1.24E+16
,,3.0397,1.46E+15
,,3.0397,1.29E+16
,,3.0397,1.31E+16
,,3.0397,1.32E+16
,,3.0397,2.06E+15
,,3.0397,1.33E+16
,,3.0397,1.33E+16
,,3.0397,3.42E+15
,,3.0397,1.32E+16
,,3.0397,4.15E+15
,,3.0397,1.31E+16
,,3.0397,1.30E+16
,,3.0397,1.28E+16
,,3.0397,1.26E+16
,,3.0397,1.23E+16
,,3.0397,1.19E+16
,,3.0397,1.14E+16
,,3.0397,1.09E+16
,,3.0397,1.03E+16
,,3.0397,9.62E+15
,,3.0397,8.89E+15
,,3.0397,8.11E+15
,,3.0397,7.32E+15
,,3.0397,6.51E+15
,,3.0397,5.70E+15
,,3.0397,4.90E+15
,,3.0397,2.72E+15
,,3.0397,5.45E+14
,,3.0397,6.78E+14
,,3.0397,1.76E+16
,,3.0397,1.81E+16
,,3.0397,1.86E+16
,,3.0397,1.51E+15
,,3.0397,1.89E+16
,,3.0397,2.34E+15
,,3.0397,1.97E+16
,,3.0397,2.01E+16
,,3.0397,2.03E+16
,,3.0397,3.26E+15
,,3.0397,2.03E+16
,,3.0397,2.03E+16
,,3.0397,5.33E+15
,,3.0397,2.02E+16
,,3.0397,6.44E+15
,,3.0397,2.01E+16
,,3.0397,1.99E+16
,,3.0397,1.96E+16
,,3.0397,1.93E+16
,,3.0397,1.88E+16
,,3.0397,1.82E+16
,,3.0397,1.75E+16
,,3.0397,1.67E+16
,,3.0397,1.57E+16
,,3.0397,1.47E+16
,,3.0397,1.36E+16
,,3.0397,1.24E+16
,,3.0397,1.12E+16
,,3.0397,1.00E+16
,,3.0397,8.78E+15
,,3.0397,7.57E+15
,,3.0397,4.27E+15
,,3.0397,6.80E+14
,,3.0397,1.23E+15
,,3.0397,2.60E+16
,,3.0397,2.67E+16
,,3.0397,2.75E+16
,,3.0397,2.38E+15
,,3.0397,2.80E+16
,,3.0397,3.65E+15
,,3.0397,2.93E+16
,,3.0397,2.99E+16
,,3.0397,3.01E+16
,,3.0397,4.99E+15
,,3.0397,3.02E+16
,,3.0397,3.02E+16
,,3.0397,8.03E+15
,,3.0397,3.00E+16
,,3.0397,9.67E+15
,,3.0397,2.99E+16
,,3.0397,2.95E+16
,,3.0397,2.92E+16
,,3.0397,2.86E+16
,,3.0397,2.79E+16
,,3.0397,2.70E+16
,,3.0397,2.59E+16
,,3.0397,2.47E+16
,,3.0397,2.34E+16
,,3.0397,2.19E+16
,,3.0397,2.02E+16
,,3.0397,1.85E+16
,,3.0397,1.67E+16
,,3.0397,1.49E+16
,,3.0397,1.31E+16
,,3.0397,1.13E+16
,,3.0397,6.49E+15
,,3.0397,3.62E+16
,,3.0397,3.79E+16
,,3.0397,3.83E+16
,,3.0397,3.86E+16
,,3.0397,3.94E+16
,,3.0397,4.07E+16
,,3.0397,4.09E+16
,,3.0397,4.15E+16
,,3.0397,4.19E+16
,,3.0397,4.28E+16
,,3.0397,1.46E+16
,,3.0397,4.43E+16
,,3.0397,4.13E+16
,,3.0397,4.42E+16
,,3.0397,3.49E+16
,,3.0397,3.68E+16
,,3.0397,3.28E+16
,,3.0397,3.88E+16
,,3.0397,3.04E+16
,,3.0397,4.04E+16
,,3.0397,2.79E+16
,,3.0397,4.42E+16
,,3.0397,1.73E+16
,,3.0397,2.00E+16
,,3.0397,2.54E+16
,,3.0397,2.28E+16
,,3.0397,1.25E+16
,,3.0397,6.32E+15
,,3.0397,1.04E+16
,,3.0397,4.66E+16
,,3.0397,8.43E+15
,,3.0397,4.63E+15
,,3.0397,5.48E+16
,,3.0397,1.94E+15
,,3.0397,5.69E+16
,,3.0397,3.32E+15
,,3.0397,5.91E+16
,,3.0397,6.92E+14
,,3.0397,5.96E+16
,,3.0397,7.43E+14
,,3.0397,6.13E+16
,,3.0397,2.00E+16
,,3.0397,8.24E+14
,,3.0397,6.38E+16
,,3.0397,6.44E+16
,,3.0397,1.71E+16
,,3.0397,9.51E+14
,,3.0397,6.20E+16
,,3.0397,6.54E+16
,,3.0397,6.34E+16
,,3.0397,6.61E+16
,,3.0397,5.11E+16
,,3.0397,5.41E+16
,,3.0397,6.13E+16
,,3.0397,4.81E+16
,,3.0397,5.72E+16
,,3.0397,4.47E+16
,,3.0397,5.97E+16
,,3.0397,6.62E+16
,,3.0397,6.57E+16
,,3.0397,2.92E+16
,,3.0397,4.12E+16
,,3.0397,3.73E+16
,,3.0397,2.53E+16
,,3.0397,3.34E+16
,,3.0397,6.75E+16
,,3.0397,1.15E+15
,,3.0397,1.53E+16
,,3.0397,1.48E+15
,,3.0397,1.34E+16
,,3.0397,8.09E+16
,,3.0397,1.09E+16
,,3.0397,3.02E+15
,,3.0397,9.21E+16
,,3.0397,3.32E+16
,,3.0397,9.61E+16
,,3.0397,9.63E+16
,,3.0397,9.03E+16
,,3.0397,9.24E+16
,,3.0397,7.25E+16
,,3.0397,7.72E+16
,,3.0397,9.79E+16
,,3.0397,6.81E+16
,,3.0397,8.21E+16
,,3.0397,8.90E+16
,,3.0397,8.60E+16
,,3.0397,6.32E+16
,,3.0397,9.88E+16
,,3.0397,5.78E+16
,,3.0397,5.20E+16
,,3.0397,4.62E+16
,,3.0397,9.90E+16
,,3.0397,9.78E+16
,,3.0397,1.01E+17
,,3.0397,2.47E+16
,,3.0397,8.40E+15
,,3.0397,4.14E+16
,,3.0397,1.02E+17
,,3.0397,1.02E+17
,,3.0397,3.03E+16
,,3.0397,1.03E+17
,,3.0397,1.06E+17
,,3.0397,7.13E+14
,,3.0397,8.39E+14
,,3.0397,1.03E+15
,,3.0397,1.31E+15
,,3.0397,5.69E+15
,,3.0397,1.75E+15
,,3.0397,1.22E+17
,,3.0397,2.34E+16
,,3.0397,1.85E+16
,,3.0397,2.94E+15
,,3.0397,1.37E+17
,,3.0397,1.38E+17
,,3.0397,1.02E+17
,,3.0397,1.33E+17
,,3.0397,1.09E+17
,,3.0397,1.30E+17
,,3.0397,1.16E+17
,,3.0397,1.40E+17
,,3.0397,1.53E+16
,,3.0397,1.37E+17
,,3.0397,9.52E+16
,,3.0397,1.27E+17
,,3.0397,1.22E+17
,,3.0397,6.17E+16
,,3.0397,1.40E+17
,,3.0397,7.96E+16
,,3.0397,8.84E+16
,,3.0397,1.43E+17
,,3.0397,7.13E+16
,,3.0397,1.45E+17
,,3.0397,5.47E+16
,,3.0397,7.23E+14
,,3.0397,9.66E+14
,,3.0397,5.67E+15
,,3.0397,1.34E+15
,,3.0397,1.50E+17
,,3.0397,1.52E+17
,,3.0397,1.06E+16
,,3.0397,4.98E+16
,,3.0397,1.57E+17
,,3.0397,1.58E+17
,,3.0397,1.58E+17
,,3.0397,4.37E+16
,,3.0397,1.64E+17
,,3.0397,2.62E+15
,,3.0397,3.65E+16
,,3.0397,1.77E+17
,,3.0397,3.06E+16
,,3.0397,7.44E+14
,,3.0397,7.49E+15
,,3.0397,2.48E+16
,,3.0397,1.93E+17
,,3.0397,9.10E+16
,,3.0397,1.80E+16
,,3.0397,1.38E+17
,,3.0397,1.80E+17
,,3.0397,1.95E+17
,,3.0397,1.66E+17
,,3.0397,1.16E+17
,,3.0397,1.28E+17
,,3.0397,1.90E+17
,,3.0397,1.94E+17
,,3.0397,1.75E+17
,,3.0397,1.50E+17
,,3.0397,1.87E+17
,,3.0397,1.60E+17
,,3.0397,2.00E+17
,,3.0397,2.29E+15
,,3.0397,2.03E+17
,,3.0397,2.01E+17
,,3.0397,1.07E+17
,,3.0397,8.22E+16
,,3.0397,1.33E+16
,,3.0397,7.27E+16
,,3.0397,2.12E+17
,,3.0397,2.12E+17
,,3.0397,2.14E+17
,,3.0397,6.22E+16
,,3.0397,2.15E+17
,,3.0397,7.82E+15
,,3.0397,7.44E+14
,,3.0397,2.22E+17
,,3.0397,4.27E+16
,,3.0397,5.39E+16
,,3.0397,1.85E+16
,,3.0397,2.29E+17
,,3.0397,2.61E+16
,,3.0397,4.40E+15
,,3.0397,3.69E+16
,,3.0397,1.20E+16
,,3.0397,2.46E+17
,,3.0397,7.24E+14
,,3.0397,1.33E+15
,,3.0397,2.44E+15
,,3.0397,6.94E+16
,,3.0397,1.13E+17
,,3.0397,2.24E+16
,,3.0397,2.57E+17
,,3.0397,2.59E+17
,,3.0397,1.88E+17
,,3.0397,1.44E+17
,,3.0397,2.32E+17
,,3.0397,1.28E+17
,,3.0397,2.39E+17
,,3.0397,2.13E+17
,,3.0397,1.59E+17
,,3.0397,2.51E+17
,,3.0397,2.23E+17
,,3.0397,2.55E+17
,,3.0397,1.75E+17
,,3.0397,2.47E+17
,,3.0397,2.02E+17
,,3.0397,5.09E+16
,,3.0397,2.66E+17
,,3.0397,2.64E+17
,,3.0397,6.79E+15
,,3.0397,2.67E+17
,,3.0397,8.41E+16
,,3.0397,1.00E+17
,,3.0397,2.71E+17
,,3.0397,2.73E+17
,,3.0397,2.74E+17
,,3.0397,3.16E+16
,,3.0397,6.33E+16
,,3.0397,1.38E+16
,,3.0397,3.86E+15
,,3.0397,2.55E+15
,,3.0397,1.72E+15
,,3.0397,1.09E+15
,,3.0397,7.15E+14
,,3.0397,4.28E+16
,,3.0397,2.83E+17
,,3.0397,7.84E+16
,,3.0397,2.89E+17
,,3.0397,5.72E+16
,,3.0397,2.29E+16
,,3.0397,2.91E+17
,,3.0397,2.91E+17
,,3.0397,2.88E+17
,,3.0397,2.84E+17
,,3.0397,2.93E+17
,,3.0397,2.79E+17
,,3.0397,2.72E+17
,,3.0397,2.64E+17
,,3.0397,2.55E+17
,,3.0397,2.44E+17
,,3.0397,2.32E+17
,,3.0397,2.18E+17
,,3.0397,2.03E+17
,,3.0397,1.87E+17
,,3.0397,1.70E+17
,,3.0397,2.95E+17
,,3.0397,1.53E+17
,,3.0397,2.95E+17
,,3.0397,1.19E+17
,,3.0397,1.36E+17
,,3.0397,2.95E+17
,,3.0397,1.03E+17
,,3.0397,7.46E+15
,,3.0397,9.08E+16
,,3.0397,7.09E+16
,,3.0397,3.01E+17
,,3.0397,4.68E+16
,,3.0397,3.22E+16
,,3.0397,3.03E+17
,,3.0397,3.03E+17
,,3.0397,1.29E+16
,,3.0397,3.04E+17
,,3.0397,5.10E+15
,,3.0397,3.51E+15
,,3.0397,1.04E+15
,,3.0397,7.02E+14
,,3.0397,2.38E+15
,,3.0397,1.58E+15
,,3.0397,6.04E+16
,,3.0397,8.54E+16
,,3.0397,3.10E+17
,,3.0397,3.08E+17
,,3.0397,3.11E+17
,,3.0397,3.06E+17
,,3.0397,3.02E+17
,,3.0397,2.98E+17
,,3.0397,2.91E+17
,,3.0397,2.84E+17
,,3.0397,2.74E+17
,,3.0397,1.17E+17
,,3.0397,2.64E+17
,,3.0397,2.51E+17
,,3.0397,2.37E+17
,,3.0397,2.22E+17
,,3.0397,2.05E+17
,,3.0397,3.13E+17
,,3.0397,1.70E+17
,,3.0397,1.88E+17
,,3.0397,3.13E+17
,,3.0397,1.52E+17
,,3.0397,1.35E+17
,,3.0397,2.12E+16
,,3.0397,3.14E+17
,,3.0397,3.14E+17
,,3.0397,1.01E+17
,,3.0397,4.59E+16
,,3.0397,7.55E+16
,,3.0397,8.43E+15
,,3.0397,3.19E+17
,,3.0397,3.20E+17
,,3.0397,3.20E+17
,,3.0397,3.20E+17
,,3.0397,3.20E+17
,,3.0397,3.06E+16
,,3.0397,3.19E+17
,,3.0397,8.96E+16
,,3.0397,1.14E+17
,,3.0397,3.18E+17
,,3.0397,5.46E+15
,,3.0397,1.04E+15
,,3.0397,6.87E+14
,,3.0397,3.72E+15
,,3.0397,2.48E+15
,,3.0397,1.63E+15
,,3.0397,6.21E+16
,,3.0397,1.36E+16
,,3.0397,3.16E+17
,,3.0397,1.28E+17
,,3.0397,3.13E+17
,,3.0397,3.09E+17
,,3.0397,3.03E+17
,,3.0397,2.95E+17
,,3.0397,2.87E+17
,,3.0397,2.76E+17
,,3.0397,2.64E+17
,,3.0397,2.51E+17
,,3.0397,1.64E+17
,,3.0397,2.36E+17
,,3.0397,2.19E+17
,,3.0397,2.01E+17
,,3.0397,1.83E+17
,,3.0397,1.47E+17
,,3.0397,3.24E+17
,,3.0397,3.24E+17
,,3.0397,3.24E+17
,,3.0397,3.24E+17
,,3.0397,1.03E+17
,,3.0397,4.39E+16
,,3.0397,2.13E+16
,,3.0397,7.76E+16
,,3.0397,3.23E+17
,,3.0397,3.22E+17
,,3.0397,1.18E+17
,,3.0397,1.58E+17
,,3.0397,3.20E+17
,,3.0397,3.23E+17
,,3.0397,1.34E+17
,,3.0397,3.24E+17
,,3.0397,8.45E+15
,,3.0397,3.16E+17
,,3.0397,3.24E+17
,,3.0397,3.24E+17
,,3.0397,3.25E+17
,,3.0397,3.12E+17
,,3.0397,3.07E+17
,,3.0397,3.00E+17
,,3.0397,2.92E+17
,,3.0397,2.82E+17
,,3.0397,2.71E+17
,,3.0397,2.10E+17
,,3.0397,2.58E+17
,,3.0397,2.44E+17
,,3.0397,9.08E+16
,,3.0397,2.28E+17
,,3.0397,1.72E+17
,,3.0397,3.00E+16
,,3.0397,6.20E+16
,,3.0397,1.31E+16
,,3.0397,5.57E+15
,,3.0397,1.03E+15
,,3.0397,6.71E+14
,,3.0397,3.79E+15
,,3.0397,2.52E+15
,,3.0397,1.64E+15
,,3.0397,1.47E+17
,,3.0397,1.91E+17
,,3.0397,3.21E+17
,,3.0397,1.04E+17
,,3.0397,3.21E+17
,,3.0397,3.22E+17
,,3.0397,3.22E+17
,,3.0397,3.22E+17
,,3.0397,1.89E+16
,,3.0397,7.70E+16
,,3.0397,1.20E+17
,,3.0397,4.48E+16
,,3.0397,3.16E+17
,,3.0397,1.55E+17
,,3.0397,3.12E+17
,,3.0397,1.37E+17
,,3.0397,3.08E+17
,,3.0397,3.03E+17
,,3.0397,2.97E+17
,,3.0397,2.89E+17
,,3.0397,3.17E+17
,,3.0397,2.80E+17
,,3.0397,2.70E+17
,,3.0397,2.58E+17
,,3.0397,2.45E+17
,,3.0397,2.31E+17
,,3.0397,2.15E+17
,,3.0397,2.00E+17
,,3.0397,1.72E+17
,,3.0397,8.93E+16
,,3.0397,3.15E+17
,,3.0397,3.16E+17
,,3.0397,8.18E+15
,,3.0397,3.16E+17
,,3.0397,3.16E+17
,,3.0397,3.12E+17
,,3.0397,1.84E+17
,,3.0397,5.46E+15
,,3.0397,1.01E+15
,,3.0397,6.53E+14
,,3.0397,3.71E+15
,,3.0397,2.46E+15
,,3.0397,1.60E+15
,,3.0397,1.25E+16
,,3.0397,3.05E+16
,,3.0397,6.09E+16
,,3.0397,1.02E+17
,,3.0397,3.06E+17
,,3.0397,3.07E+17
,,3.0397,3.07E+17
,,3.0397,3.07E+17
,,3.0397,1.20E+17
,,3.0397,1.38E+17
,,3.0397,2.99E+17
,,3.0397,1.54E+17
,,3.0397,2.79E+17
,,3.0397,2.72E+17
,,3.0397,2.86E+17
,,3.0397,2.91E+17
,,3.0397,3.01E+17
,,3.0397,2.63E+17
,,3.0397,2.95E+17
,,3.0397,2.52E+17
,,3.0397,2.40E+17
,,3.0397,2.27E+17
,,3.0397,7.33E+16
,,3.0397,2.13E+17
,,3.0397,1.84E+16
,,3.0397,1.98E+17
,,3.0397,3.01E+17
,,3.0397,1.70E+17
,,3.0397,1.83E+17
,,3.0397,4.43E+16
,,3.0397,8.54E+16
,,3.0397,7.82E+15
,,3.0397,2.95E+17
,,3.0397,2.95E+17
,,3.0397,5.74E+16
,,3.0397,1.19E+16
,,3.0397,5.13E+15
,,3.0397,9.67E+14
,,3.0397,6.34E+14
,,3.0397,3.49E+15
,,3.0397,2.33E+15
,,3.0397,1.52E+15
,,3.0397,2.66E+16
,,3.0397,2.90E+17
,,3.0397,2.86E+17
,,3.0397,1.03E+17
,,3.0397,1.19E+17
,,3.0397,2.83E+17
,,3.0397,8.81E+16
,,3.0397,1.34E+17
,,3.0397,2.81E+17
,,3.0397,2.79E+17
,,3.0397,2.48E+17
,,3.0397,2.56E+17
,,3.0397,2.39E+17
,,3.0397,2.76E+17
,,3.0397,2.63E+17
,,3.0397,2.68E+17
,,3.0397,2.29E+17
,,3.0397,2.72E+17
,,3.0397,2.17E+17
,,3.0397,1.49E+17
,,3.0397,2.04E+17
,,3.0397,1.91E+17
,,3.0397,6.45E+16
,,3.0397,2.81E+17
,,3.0397,1.77E+17
,,3.0397,1.63E+17
,,3.0397,7.44E+16
,,3.0397,1.71E+16
,,3.0397,4.22E+16
,,3.0397,2.72E+17
,,3.0397,2.71E+17
,,3.0397,5.44E+16
,,3.0397,7.13E+15
,,3.0397,2.62E+17
,,3.0397,2.58E+17
,,3.0397,8.54E+16
,,3.0397,4.67E+15
,,3.0397,9.16E+14
,,3.0397,6.13E+14
,,3.0397,2.14E+15
,,3.0397,1.42E+15
,,3.0397,3.19E+15
,,3.0397,1.07E+16
,,3.0397,2.54E+17
,,3.0397,2.60E+16
,,3.0397,7.27E+16
,,3.0397,6.02E+16
,,3.0397,9.65E+16
,,3.0397,2.47E+17
,,3.0397,1.10E+17
,,3.0397,2.32E+17
,,3.0397,2.48E+17
,,3.0397,1.23E+17
,,3.0397,2.26E+17
,,3.0397,2.04E+17
,,3.0397,2.12E+17
,,3.0397,2.42E+17
,,3.0397,1.72E+17
,,3.0397,1.61E+17
,,3.0397,2.19E+17
,,3.0397,1.48E+17
,,3.0397,1.36E+17
,,3.0397,2.35E+17
,,3.0397,1.93E+17
,,3.0397,2.39E+17
,,3.0397,1.83E+17
,,3.0397,4.74E+16
,,3.0397,2.42E+17
,,3.0397,1.66E+16
,,3.0397,2.35E+17
,,3.0397,3.61E+16
,,3.0397,2.27E+17
,,3.0397,6.99E+16
,,3.0397,5.05E+16
,,3.0397,5.98E+16
,,3.0397,6.38E+15
,,3.0397,4.06E+15
,,3.0397,8.54E+14
,,3.0397,5.90E+14
,,3.0397,1.91E+15
,,3.0397,1.29E+15
,,3.0397,2.80E+15
,,3.0397,9.57E+15
,,3.0397,4.02E+16
,,3.0397,2.37E+16
,,3.0397,7.58E+16
,,3.0397,2.09E+17
,,3.0397,2.07E+17
,,3.0397,2.03E+17
,,3.0397,2.04E+17
,,3.0397,2.04E+17
,,3.0397,1.97E+17
,,3.0397,1.91E+17
,,3.0397,1.38E+16
,,3.0397,7.82E+16
,,3.0397,4.54E+16
,,3.0397,8.70E+16
,,3.0397,5.39E+16
,,3.0397,9.68E+16
,,3.0397,1.34E+17
,,3.0397,3.78E+16
,,3.0397,1.16E+17
,,3.0397,2.96E+16
,,3.0397,1.71E+17
,,3.0397,1.55E+17
,,3.0397,1.74E+17
,,3.0397,1.80E+17
,,3.0397,1.48E+17
,,3.0397,1.24E+17
,,3.0397,1.66E+17
,,3.0397,1.06E+17
,,3.0397,1.40E+17
,,3.0397,1.83E+17
,,3.0397,1.59E+17
,,3.0397,1.76E+17
,,3.0397,6.01E+16
,,3.0397,5.36E+15
,,3.0397,1.71E+17
,,3.0397,3.41E+15
,,3.0397,7.86E+14
,,3.0397,5.65E+14
,,3.0397,1.65E+15
,,3.0397,1.14E+15
,,3.0397,2.38E+15
,,3.0397,1.65E+17
,,3.0397,8.26E+15
,,3.0397,1.93E+16
,,3.0397,1.60E+17
,,3.0397,6.16E+16
,,3.0397,6.48E+16
,,3.0397,1.41E+17
,,3.0397,1.45E+17
,,3.0397,2.20E+16
,,3.0397,2.66E+16
,,3.0397,6.83E+16
,,3.0397,1.39E+17
,,3.0397,1.24E+16
,,3.0397,1.35E+17
,,3.0397,1.38E+17
,,3.0397,4.34E+16
,,3.0397,3.07E+16
,,3.0397,1.34E+17
,,3.0397,9.77E+16
,,3.0397,1.31E+17
,,3.0397,1.27E+17
,,3.0397,7.15E+16
,,3.0397,1.16E+17
,,3.0397,1.31E+17
,,3.0397,7.76E+16
,,3.0397,1.18E+17
,,3.0397,8.39E+16
,,3.0397,1.20E+17
,,3.0397,3.41E+16
,,3.0397,1.23E+17
,,3.0397,1.01E+17
,,3.0397,8.93E+16
,,3.0397,1.05E+17
,,3.0397,1.09E+17
,,3.0397,4.60E+16
,,3.0397,1.22E+17
,,3.0397,4.40E+15
,,3.0397,2.74E+15
,,3.0397,7.13E+14
,,3.0397,5.37E+14
,,3.0397,1.38E+15
,,3.0397,9.88E+14
,,3.0397,1.94E+15
,,3.0397,1.12E+17
,,3.0397,1.48E+16
,,3.0397,7.22E+15
,,3.0397,4.52E+16
,,3.0397,9.96E+16
,,3.0397,4.54E+16
,,3.0397,5.39E+16
,,3.0397,1.69E+16
,,3.0397,4.86E+16
,,3.0397,9.13E+16
,,3.0397,8.94E+16
,,3.0397,8.95E+16
,,3.0397,8.66E+16
,,3.0397,8.96E+16
,,3.0397,1.87E+16
,,3.0397,8.48E+16
,,3.0397,5.51E+16
,,3.0397,7.92E+16
,,3.0397,8.09E+16
,,3.0397,6.30E+16
,,3.0397,6.66E+16
,,3.0397,8.77E+16
,,3.0397,7.59E+16
,,3.0397,8.21E+16
,,3.0397,5.85E+16
,,3.0397,6.97E+16
,,3.0397,7.27E+16
,,3.0397,2.93E+16
,,3.0397,9.91E+15
,,3.0397,8.52E+16
,,3.0397,8.39E+16
,,3.0397,2.43E+16
,,3.0397,8.32E+16
,,3.0397,4.11E+15
,,3.0397,3.02E+16
,,3.0397,1.85E+16
,,3.0397,6.91E+16
,,3.0397,3.01E+16
,,3.0397,1.21E+16
,,3.0397,6.39E+16
,,3.0397,3.34E+16
,,3.0397,1.30E+16
,,3.0397,5.76E+16
,,3.0397,3.58E+16
,,3.0397,5.79E+16
,,3.0397,2.94E+16
,,3.0397,5.37E+16
,,3.0397,4.37E+16
,,3.0397,5.45E+16
,,3.0397,5.55E+16
,,3.0397,3.79E+16
,,3.0397,4.57E+16
,,3.0397,4.79E+16
,,3.0397,4.06E+16
,,3.0397,4.97E+16
,,3.0397,5.13E+16
,,3.0397,5.66E+16
,,3.0397,5.67E+16
,,3.0397,2.12E+15
,,3.0397,6.38E+14
,,3.0397,5.05E+14
,,3.0397,1.13E+15
,,3.0397,8.41E+14
,,3.0397,1.54E+15
,,3.0397,5.55E+16
,,3.0397,5.52E+16
